(1, 0.9396353658169432, 2.1409873469099194)
(2, 0.021369679192454423, 3.106702185711682)
(3, 0.003654943722124495, 12.102343780345203)
(4, 0.0020326269746717305, 64.05097202037886)
(5, 0.0028506668616428755, 11.618184870384368)
(6, 0.0006029925980723161, 17.03883005514975)
(7, 0.00025203542258942744, 79.64336897163261)
(8, 9.290042880429407e-05, 385.76513177377205)
(9, 0.004762007165375667, 0.5470902404688687)
(10, 0.0006812698112314898, 86.27105520108734)
(11, 9.634118542667532e-05, 2.5884924020086015)
(14, 0.0009745943132894924, 0.139611087640828)
(18, 0.009185099803446778, 0.4457132862310415)
(20, 0.00029332450205800257, 98.60385027798739)
(24, 6.021324089167208e-05, 20.574291256495883)
(27, 0.0058914355266723156, 0.31099659656152046)
(28, 0.001886394818220527, 0.0966073795915248)
(30, 5.247153849131424e-05, 19.774441312571042)
(38, 0.0011053430649399804, 0.21811895778670848)
(40, 0.0026356195727440463, 1.3794496495169697)
(42, 0.0009393265579100845, 0.16284454785860503)
(50, 0.00042579363201968116, 25.46456835583003)
(60, 5.7632673424886133e-05, 25.934993843534098)
(80, 3.35473770682173e-05, 15.237804559560923)
(98, 0.00012730799502810668, 0.3764618474083978)
(100, 4.9030781868932984e-05, 7.159567431399696)
(120, 3.0966809601431354e-05, 0.04927775594923228)
(498, 0.00019182218169775533, 0.4807384773220182)
(2998, 2.9246431290240725e-05, 0.325075486127068)
